"ID","time","x","y"
15137,2013-02-05 16:18:00,-1580952.82606145,444059.308006717
15137,2013-02-05 16:36:00,-1581441.74927184,445077.834678827
15137,2013-02-05 17:42:00,-1576171.53436338,449742.717091927
15137,2013-02-05 20:12:00,-1568243.43493877,449773.735167858
15137,2013-02-06 02:26:00,-1565187.54418081,450024.185428454
15137,2013-02-06 03:24:00,-1563637.63773638,450688.534095324
15137,2013-02-06 04:10:00,-1565083.25140209,450610.049608756
15137,2013-02-06 05:04:00,-1568908.20226893,449358.234538129
15137,2013-02-06 09:13:00,-1590567.93668209,467087.733227671
15137,2013-02-06 09:26:00,-1590909.23000472,468721.014136351
15137,2013-02-07 02:21:00,-1688384.34210143,494043.637343992
15137,2013-02-07 03:06:00,-1690366.09880064,494930.250860321
15137,2013-02-07 04:37:00,-1690379.07869984,494682.748475154
15137,2013-02-07 10:37:00,-1710183.02765218,491924.424088486
15137,2013-02-07 14:21:00,-1724023.35313354,472673.348678842
15137,2013-02-07 16:00:00,-1727620.86259942,473899.005644121
15137,2013-02-09 05:39:00,-1725286.05471921,471035.404861352
15137,2013-02-09 08:45:00,-1731342.8434224,464966.214828378
15137,2013-02-09 14:03:00,-1730971.2370062,465130.013902897
15137,2013-02-09 15:40:00,-1728787.68768567,468181.401382146
15137,2013-02-09 16:04:00,-1727053.78475279,469386.374517776
15137,2013-02-09 17:33:00,-1724139.1781065,470163.024355902
15137,2013-02-09 17:41:00,-1723694.66828444,470801.777209803
15137,2013-02-09 21:08:00,-1722910.99318194,472468.16224231
15137,2013-02-09 22:09:00,-1724027.82352992,472029.23660853
15137,2013-02-09 22:42:00,-1723816.19302546,471658.058118753
15137,2013-02-10 03:29:00,-1725098.07144344,464541.665948736
15137,2013-02-10 03:33:00,-1725119.00576964,464503.960543151
15137,2013-02-10 05:10:00,-1725020.19105351,464102.798111089
15137,2013-02-10 05:15:00,-1725474.6699301,464017.224311073
15137,2013-02-10 08:38:00,-1722254.77570501,469919.908515004
15137,2013-02-10 09:32:00,-1722266.51589831,471329.418172037
15137,2013-02-10 14:01:00,-1711842.64640368,470685.988392097
